Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
Tennis court,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","Rossmoor, Walnut Creek, CA 94595, USA",,ChIJX12qTXaLj4ARgOawhd409E8
Monte Mar Corporation,Consultant,"consultant, point_of_interest, service, establishment","5920 Horsemans Canyon Dr, Walnut Creek, CA 94595, USA",,ChIJhfccjEuKj4AR2Q91vLEFqkk
ONLY ROSSMOOR HOMES,Services,"point_of_interest, service, establishment","4713 Terra Granada Dr APT 4A, Walnut Creek, CA 94595, USA",,ChIJuTa5Y0mKj4AR5UttPpeAgKc
Woodpecker Oak,Park,"park, point_of_interest, establishment","522 High Eagle Ct, Walnut Creek, CA 94595, USA",,ChIJB5RuhLOLj4AReMAhiXuNrWQ
Astra Funding,,"point_of_interest, establishment","603 Foxwood Way, Walnut Creek, CA 94595, USA",,ChIJZbcdTk-Kj4AR6JcLsr7-kmo
Technical Writing & Editing,Consultant,"consultant, point_of_interest, service, establishment","4372 Terra Granada Dr, Walnut Creek, CA 94595, USA",https://technicalwritingandediting.com/?page_id=19,ChIJ__8PkkmKj4AR4gblq29P8FI
Skeen Properties,Consultant,"real_estate_agency, consultant, point_of_interest, service, establishment","1678 Vía Romero, Alamo, CA 94507, USA",,ChIJEQIhg60hjoAReCQChnn-2pA
Karen Carnegie,Real Estate Agency,"real_estate_agency, point_of_interest, service, establishment","3490 Rossmoor Pkwy, Walnut Creek, CA 94595, USA",http://karencarnegiestochl.com/contact-form/,ChIJGW5edkeKj4ARCnEBzDeLjHA
"Mark E Landolf, Architect",Services,"point_of_interest, service, establishment","1660 Ridgewood Rd, Alamo, CA 94507, USA",https://www.melarchitect.com/,ChIJLXGB6FaKj4ARAu9vXrPUziM
Water station,Tourist Attraction,"tourist_attraction, point_of_interest, establishment","1577 Ridgewood Rd, Alamo, CA 94507, USA",,ChIJqYKJQwCLj4AR8I9Ul12u5Dk
Koch Capital Management LLC,Consultant,"consultant, finance, point_of_interest, service, establishment","3153 Vía Larga, Alamo, CA 94507, USA",http://www.kochcapital.com/,ChIJ11z3jQGLj4ARhyEYovq_Nmk
Alamo Shoe Repair,Services,"service, point_of_interest, establishment","3194 Danville Blvd, Alamo, CA 94507, USA",https://topbusinessesusa.top/details/alamo-shoe-repair-ChIJMRh,ChIJMRhpKQKLj4ARDY55SFbKdqI
Peddintamma Temple,Place of Worship,"place_of_worship, association_or_organization, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJv0SeY9CLj4ARgrNQ6xUFu_g
All Gorgeous Hair,Suppliers,"supplier, point_of_interest, establishment","3198 Danville Blvd, Alamo, CA 94507, USA",http://www.terrynix.com/,ChIJEeA_x--Lj4ARSZjNjWrZ5TA
Alamo Optical,Store,"medical_clinic, health, service, store, point_of_interest, establishment","3198 Danville Blvd, Alamo, CA 94507, USA",,ChIJmV7wLAKLj4ARtmKEIoQ2sOg
Alamo Cafe,Breakfast Restaurant,"breakfast_restaurant, brunch_restaurant, restaurant, food, point_of_interest, establishment","1 Alamo Square Dr, Alamo, CA 94507, USA",,ChIJV2A-0wOLj4ARN6yS-qmcFf0
At Siino and Associates,Consultant,"consultant, service, point_of_interest, establishment","21 Alamo Square Dr, Alamo, CA 94507, USA",https://www.siinoandassociates.com/contact,ChIJ2UFIzQOLj4ARZ91hJgnm6z0
Minoo's Aesthetic,Skin Care Clinic,"skin_care_clinic, massage_spa, spa, massage, medical_clinic, hair_care, beauty_salon, health, service, point_of_interest, establishment","21 Alamo Square Dr, Alamo, CA 94507, USA",,ChIJwexoEf6Kj4AR7l7R4Wz-Lp8
Hi-Definition Barbershop Alamo/Danville,Barber shop,"barber_shop, hair_care, health, service, point_of_interest, establishment","9 Alamo Square Dr, Alamo, CA 94507, USA",https://hidefinitionbarbershop.com/,ChIJ5T2Vd46Lj4ARB0L0vN3jJJU
Connect and Protect - Smart Home Showrrom,Manufacturer,"electronics_store, manufacturer, service, store, point_of_interest, establishment","15 Alamo Square Dr, Alamo, CA 94507, USA",http://www.smarthomesecuritycontrol.com/,ChIJKV1y_oaLj4ARjvIkMn2iD7A
Mr Garage Door Repair Alamo,Suppliers,"supplier, service, point_of_interest, establishment","19 Alamo Square Dr, Alamo, CA 94507, USA",,ChIJv0Yw0MNtlFQREZNl8s8gOaA
Cesarblendss,Barber shop,"barber_shop, hair_care, health, service, point_of_interest, establishment","25 Alamo Square Dr, Alamo, CA 94507, USA",http://hidefinition.booksy.com/,ChIJL6dVIB-Lj4ARau36DwEQg2A
Shell Car Wash,Car Wash,"car_wash, service, point_of_interest, establishment","3188 Danville Blvd, Alamo, CA 94507, USA",http://www.rebelstores.com/,ChIJzbzgS4KLj4ARZU1lcOC1tWc
Troy A Jones Agency,Insurance Agency,"insurance_agency, service, point_of_interest, establishment","29 Alamo Square Dr, Alamo, CA 94507, USA",,ChIJ_1bYzAOLj4ARvamtXjPjtOU
Herzog Insurance,Insurance Agency,"insurance_agency, service, point_of_interest, establishment","29 Alamo Square Dr, Alamo, CA 94507, USA",https://www.herzoginsurance.net/,ChIJObWj0gOLj4ARrB_x1E4GV18
Shell,Gas Station,"gas_station, convenience_store, car_wash, food_store, food, service, store, point_of_interest, establishment","3188 Danville Blvd, Alamo, CA 94507, USA",https://find.shell.com/us/fuel/10007775-3188-danville-blvd/en_US,ChIJs6ZcIQKLj4ARO_sshab5jCc
Lever Coffee,Coffee Shop,"coffee_shop, cafe, bakery, food_store, food, store, point_of_interest, establishment","37 Alamo Square Dr, Alamo, CA 94507, USA",https://levercoffee.com/,ChIJAQCENAKLj4AR6Ow8y6NHAmo
TradeMark Homes Ltd,General Contractor,"home_goods_store, general_contractor, service, store, point_of_interest, establishment","37 Alamo Square Dr Ste G, Alamo, CA 94507, USA",http://www.trademarkhomesca.com/,ChIJAQAAADDzj4AR7yD4XM22k0k
Xfactor.io,,"point_of_interest, establishment","37 Alamo Square Dr F, Alamo, CA 94507, USA",https://www.xfactor.io/,ChIJN1ngUcCXhYARDKsifdlqRac
"Imagine Dental of Alamo, Yen Nguyen-Lenk, DMD",Dentist,"dentist, health, point_of_interest, establishment","3189 Danville Blvd #110, Alamo, CA 94507, USA",http://www.imaginedental.net/,ChIJs8ZdiAGLj4ARY3ePvYMtvmk
Creekside Hair Studio,Hair Salon,"hair_salon, hair_care, service, point_of_interest, establishment","37 Alamo Square Dr, Alamo, CA 94507, USA",,ChIJpU8PY2CLj4ARY4BhDjprNJo
ITkid,Point of interest,"point_of_interest, establishment","20 High Eagle Rd, Alamo, CA 94507, USA",,ChIJVVWpFCKLj4ARdLn7cuJYm0E
Sharon K Hammon Marriage Family,Health,"service, health, point_of_interest, establishment","2138 Stone Valley Rd, Alamo, CA 94507, USA",,ChIJiWZZpErzj4ARyda0UJc22MA
Mahan Appraisals,Banking and Finance,"finance, service, point_of_interest, establishment","2308 Roundhill Dr, Alamo, CA 94507, USA",https://mahanappraisals2.appraiserxsites.com/,ChIJsQ0R7SSLj4ARbzs0RnhhUkY
Stone Valley Rd and Miranda Ave,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJ3-vxrBiLj4AR-G82a-rT2Wg
Indigenius Studio,,"point_of_interest, establishment","2110 Stone Valley Rd, Alamo, CA 94507, USA",,ChIJN-aGCeGLj4ARTZH1F-Hfrdo
"Private & Cozy 1-bedroom guest house in delightful Alamo with WiFi, AC",Lodging,"lodging, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJGQ2TVR-Lj4AR2ZsJCmhjw_0
Liti Beauty,Beauty Salon,"beauty_salon, service, point_of_interest, establishment","Alamo Plaza Suite 180 D, The Lash Lounge, Alamo, CA 94507, USA",http://www.thelashlounge.com/,ChIJr4lH5jZjhYAR-fOL_Zivb8I
O'Brien Michael a DVM,Veterinary Care,"veterinary_care, pet_care, point_of_interest, establishment","24 Lurmann Ct, Walnut Creek, CA 94595, USA",,ChIJ_____8_0j4ARmD0Bm1BbWss
Fire Station 32 - San Ramon Valley Fire,Fire Station,"fire_station, government_office, service, point_of_interest, establishment","2100 Stone Valley Rd, Alamo, CA 94507, USA",http://www.firedepartment.org/,ChIJG2cTUByLj4ARAZdB_XNQ3Jk
480 Alamo,Housing Complex,"housing_complex, service, point_of_interest, establishment","480 El Alamo Ct, Danville, CA 94526, USA",,ChIJq-UtIwCLj4AR_xBuQ27UY_E
New Alamo Residence Home,Health,"service, medical_clinic, health, point_of_interest, establishment","836 Stone Valley Rd, Alamo, CA 94507, USA",https://alamocarehome.com/?utm_source=local,ChIJQ-FSSB-Lj4ARTPXqukngY50
"Go Auto Ads, LLC",Car Dealer,"car_dealer, store, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJq6qqqiaLj4ARNKK8cEchL0w
Backwhen Senior Community - Online,Services,"service, store, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJq6qqqiaLj4ARAKT3KdxpAAg
Pioneer Equine Veterinary Services,Veterinary Care,"veterinary_care, point_of_interest, establishment","PO Box 10, Alamo, CA 94507, USA",https://www.pevs.net/,ChIJq6qqqiaLj4AR19Jc6R_W8GM
Huseby Helmer w S MD,Doctor,"doctor, health, point_of_interest, establishment","PO Box 527, Alamo, CA 94507, USA",,ChIJq6qqqiaLj4AROgfOF4hL6mI
White Wings,,"point_of_interest, establishment","Alamo, CA 94507, USA",http://www.whitewings.co/,ChIJ_____8_0j4ARV1cQeEioZsg
Reconnective Healer,Services,"service, health, point_of_interest, establishment","PO Box 1382, Alamo, CA 94507, USA",,ChIJ_____8_0j4ARUNyd03IjBZM
Habitat & De Vries Landscape,General Contractor,"general_contractor, service, point_of_interest, establishment","PO Box 943, Alamo, CA 94507, USA",,ChIJVVVVVQGKj4ARIysAIKahlQc
CNS Trading Inc,Doctor,"doctor, health, point_of_interest, establishment","PO Box 503, Alamo, CA 94507, USA",,ChIJ_____8_0j4ARWpXgglOVOIs
D & D Antiques & Estate Lqdtn,Home Goods Store,"home_goods_store, store, point_of_interest, establishment","PO Box 935, Alamo, CA 94507, USA",,ChIJVVVVVQGKj4ARI3gVwRcaK4w
trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","4100-4150 Stone Valley Oaks Dr, Alamo, CA 94507, USA",,ChIJc06VQgD1j4ARz0tjEDmiq50
Lasker Fredrick MD,Doctor,"doctor, health, point_of_interest, establishment","2407 Alamo Glen Dr, Alamo, CA 94507, USA",,ChIJn_YhcjSLj4AR5jXJDl5CSZs
Determined Self,Medical Clinic,"medical_clinic, health, point_of_interest, service, establishment","2681 Stone Valley Rd, Alamo, CA 94507, USA",https://www.determinedself.com/pages/contact-mental-health-therapist-san-francisco-bay-area,ChIJafI4usi6yaYRNqURzC5bIQc
Stone Valley Rd and Stonecreek Pl,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJz0f2WTSLj4ARNKa9AWqs52s
Incentive Marketing Inc,Services,"point_of_interest, service, establishment","2582 Roundhill Dr, Alamo, CA 94507, USA",,ChIJJ8HjFDKLj4ARcCEFkD1D970
RKH Constructors,General Contractor,"general_contractor, point_of_interest, service, establishment","2541 Roundhill Dr, Alamo, CA 94507, USA",https://rkhconstructors.com/,ChIJ_____8_0j4ARHBp7p4C1zYc
Beautiful New Loft with Spectacular Outdoor Spaces,Lodging,"lodging, point_of_interest, establishment","Alamo, CA 94507, USA",https://www.us.despegar.com/hotels/h-5134874,ChIJg2rlXjGLj4ARr81FWX-6hl4
Farmers Insurance - Ruben Herrera,Services,"insurance_agency, point_of_interest, service, establishment","2709 Stone Valley Rd, Alamo, CA 94507, USA",https://agents.farmers.com/ca/alamo/ruben-herrera/,ChIJIRCH1k71j4AR8NxT9B4fljs
Enea Square Partners LP,Services,"point_of_interest, service, establishment","2493 Roundhill Dr, Alamo, CA 94507, USA",,ChIJJ809czGLj4ARMfiODgqUWmc
Fostering Wishes,Non-Profit Organization,"non_profit_organization, point_of_interest, association_or_organization, establishment","2495 Royal Oaks Dr, Alamo, CA 94507, USA",https://www.fosteringwishes.org/,ChIJnTrYwO-Lj4ARydTvsVd-kds
Alan Chan,Services,"point_of_interest, service, establishment","2480 Roundhill Dr, Alamo, CA 94507, USA",http://www.synergiprop.com/,ChIJP3u6wf-Kj4ARxV7YIFc4Gaw
Beautiful New Loft with Spectacular Outdoor Spaces - Two-Bedroom Apartment,Lodging,"lodging, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJF7DWOzGLj4ARXRwL4aAPBa8
Dr. Gary Miller,Doctor,"doctor, health, point_of_interest, establishment","2452 Royal Oaks Dr, Alamo, CA 94507, USA",,ChIJAQAsJy6Lj4AR-GXFZrb3sSw
MexiNica Taco Truck,Restaurant,"restaurant, food, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJAR1fsV_1j4ARjt1EFUXNzHw
La Lonchera Comida Mexicana,Mexican Restaurant,"mexican_restaurant, restaurant, food, point_of_interest, establishment","2949 Stone Valley Rd, Alamo, CA 94507, USA",,ChIJg0Zf-Jz1j4ARwr_5wo2TIFI
The Church of Jesus Christ of Latter-day Saints,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","2949 Stone Valley Rd, Alamo, CA 94507, USA",https://local.churchofjesuschrist.org/en/us/ca/alamo/2949-stone-valley-road?utm_source=gmb&utm_medium=yext&y_source=1_MzAwNjEyMjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,ChIJCaRgKrT0j4ARZqbxEV1GN68
El PARAÍSO DE MI SAZÓN,Shopping Mall,"shopping_mall, point_of_interest, establishment","2949 Stone Valley Rd, Alamo, CA 94507, USA",,ChIJr4WvwNz1j4AR-ssRlR3E-9A
FamilySearch center,Non-Profit Organization,"non_profit_organization, community_center, event_venue, point_of_interest, service, association_or_organization, establishment","2949 Stone Valley Rd, Alamo, CA 94507, USA",https://locations.familysearch.org/en/us/ca/alamo/2949-stone-valley-rd?y_source=1_Nzk0OTM0NjgtNzE1LWxvY2F0aW9uLndlYnNpdGU=,ChIJt_d5AAP1j4ARokAEFAFhprI
Oak Hill Park,Park,"tourist_attraction, park, point_of_interest, establishment","3005 Stone Valley Rd, Danville, CA 94526, USA",https://www.danville.ca.gov/619/Oak-Hill-Park,ChIJWeDYkbb0j4AR56TwjGugQ_Q
Oak Hill Park Community Center,Community Center,"community_center, playground, wedding_venue, event_venue, point_of_interest, service, establishment","3005 Stone Valley Rd, Danville, CA 94526, USA",https://www.danville.ca.gov/218/Oak-Hill-Park-Community-Center,ChIJNQSnjbb0j4ARsPHSbp-qa5o
Gail Zimmerman The Agency,Services,"point_of_interest, service, establishment","3236 Stone Valley Rd 2nd floor, Alamo, CA 94507, USA",https://www.theagencyre.com/agent/gail-zimmerman,ChIJAdJ7WrT1j4ARafofKfQjFCU
Melody Johnson Realtor Alamo and Danville,Consultant,"real_estate_agency, point_of_interest, consultant, service, establishment","3236 Stone Valley Rd 2nd Floor, Alamo, CA 94507, USA",https://www.theagencyre.com/agent/melody-johnson,ChIJqbkJGgWNj4ARCC_mQnOsI6w
Yasmine Austere,Services,"point_of_interest, service, establishment","3236 Stone Valley Rd 2nd Floor, Alamo, CA 94507, USA",https://www.eastbayrelocations.com/,ChIJaQ06frGMj4AR9SUS_tQB0nU
Thompson Terry L,Attorney,"lawyer, point_of_interest, consultant, service, establishment","1804 Piedras Cir, Alamo, CA 94507, USA",,ChIJK0dpNpT0j4ARMVEmEmU0kX8
Power Party,Health,"health, point_of_interest, service, establishment","1829 Lackland Dr, Alamo, CA 94507, USA",,ChIJH5qDtuT1j4AROeXKEsC5aJQ
Green Valley Trailhead,Park,"park, point_of_interest, establishment","2234, 2536 Green Valley Rd, Alamo, CA 94507, USA",,ChIJ2_9k_Mb0j4ARWafDHBDE0h8
"Alex R. Mathews and Sons, Inc",General Contractor,"general_contractor, point_of_interest, service, establishment","115 Bountiful Ct, Danville, CA 94526, USA",https://alexrmathews.com/,ChIJf1Ot_tT1j4AR5YqCQn7AQLU
BaySys Technology,,"point_of_interest, establishment","8 Pulido Ct, Danville, CA 94526, USA",https://www.baysystech.com/,ChIJ__8PZ7z0j4AR1ZmyGEyBPBw
safest place to enjoy & relax!,Lodging,"lodging, point_of_interest, establishment","Danville, CA 94526, USA",,ChIJWa8a8Lz0j4ARnDww2CFg9qc
safest place to enjoy relax!,Lodging,"lodging, point_of_interest, establishment","Danville, CA 94526, USA",,ChIJf8ga8Lz0j4ARcyU00BQws2s
Hirsch Design,Services,"point_of_interest, service, establishment","1953 Parkmont Dr, Alamo, CA 94507, USA",https://hdesign.com/,ChIJM3q0N5f0j4ARmQ_28IWi7tU
Eagle Express,Point of interest,"point_of_interest, establishment","166 Plaza Cir, Danville, CA 94526, USA",,ChIJ5zQdgpf0j4ARv_r4fhSJA7Q
John T Reed Publishing,,"point_of_interest, establishment","342 Bryan Dr, Alamo, CA 94507, USA",https://johntreed.com/,ChIJKUP9CcP0j4AR8r0parsf4VQ
Upward Spiral,Yoga Studio,"yoga_studio, sports_complex, fitness_center, gym, sports_school, health, sports_activity_location, point_of_interest, establishment","1743 Green Valley Rd, Danville, CA 94526, USA",,ChIJQ-sZtbv0j4ARV3YSVVwbFSk
"Spacious 5-bedroom house in delightful Danville with WiFi, AC",Lodging,"lodging, point_of_interest, establishment","Danville, CA 94526, USA",,ChIJLQQkzrz0j4ARaPnUMB-BBD4
Danville home - Five-Bedroom House,Lodging,"lodging, point_of_interest, establishment","Danville, CA 94526, USA",https://www.bluepillow.com/search/6398fc70c551970d3c760bc1?dest=bkng&cat=House&lat=37.84165&lng=-121.97364&language=en,ChIJq9sjzrz0j4ARaIvTYFv0zP8
House in Tri-valley area ! Relaxing place to stay! - Four-Bedroom House,Lodging,"lodging, point_of_interest, establishment","Danville, CA 94526, USA",https://www.bluepillow.com/search/64861ce67f7e24c1922f7bf4?dest=bkng&cat=House&lat=37.84165&lng=-121.97364&language=en,ChIJq9sjzrz0j4ARHxMXMvmOoAA
Danville house - Five-Bedroom House,Lodging,"lodging, point_of_interest, establishment","Danville, CA 94526, USA",https://www.bluepillow.com/search/6335f550314064d8ba359e10?dest=bkng&cat=House&lat=37.84165&lng=-121.97364&language=en,ChIJq9sjzrz0j4ARgiYKe9EuMMk
Emmons Canyon Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJn07ncvj1j4ARedkVFaHDtGI
Stone Valley Rd and Monte Vista High,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Danville, CA 94526, USA",,ChIJWRABG7f0j4ARiNt8uUkwya0
Walk Train Love,Services,"pet_care, point_of_interest, service, establishment","4 Ethan Ct, Lafayette, CA 94549, USA",http://www.dogtrainingtogether.com/,ChIJYS6zLf2Jj4ARxYKWYCf_WoY
"Awesome Materials, LLC",Painter,"painter, point_of_interest, service, establishment","3178 Lucas Dr, Lafayette, CA 94549, USA",http://www.awesome-materials.com/,ChIJQ9Jvcw0TxisRhzJkg_zpu64
Michael Lane Preschool,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","682 Michael Ln, Lafayette, CA 94549, USA",https://www.michaellanepreschool.com/,ChIJuX5dtwdihYARKJcBbR7f5ZA
Silverado Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","595 Silverado Dr, Lafayette, CA 94549, USA",,ChIJvdXhIACJj4ARbGo_Fq95mU0
St. Anselm's Episcopal Church,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","682 Michael Ln, Lafayette, CA 94549, USA",https://stanselmslafayette.org/,ChIJ5R9MIwZihYARvZPH3Nv8Sjc
"Amy E. Baba, DPM",Point of interest,"point_of_interest, establishment","602 Huntleigh Dr, Lafayette, CA 94549, USA",,ChIJnwepwfuJj4ARzRPXtt_nTR4
The Infinite Smile Sangha,School,"buddhist_temple, place_of_worship, school, educational_institution, health, point_of_interest, association_or_organization, establishment","584 Glenside Dr, Lafayette, CA 94549, USA",http://www.infinitesmile.org/,ChIJC6GYeelhhYARR-AW7rndOYo
Growing Light Montessori School,School,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","584 Glenside Dr, Lafayette, CA 94549, USA",http://lafayette.growinglight.net/,ChIJgzOeMQhihYARUBaTfRe_YvA
Lafayette Christian Church,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","584 Glenside Dr, Lafayette, CA 94549, USA",http://www.lafayettechristianchurch.org/,ChIJuYYyLwhihYAR75WNiv9RVbo
Creekside Toddlers,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","584 Glenside Dr, Lafayette, CA 94549, USA",,ChIJuYYyLwhihYAR1CZAfye33u4
Contra Costa Fire - Station 17,Fire Station,"fire_station, government_office, point_of_interest, service, establishment","620 St Marys Rd, Lafayette, CA 94549, USA",http://www.cccfpd.org/,ChIJzRqL0wlihYAR5B6FQf7bBiE
Laura Zuckers Milestone Music,Corporate Office,"corporate_office, point_of_interest, establishment","628 St Marys Rd, Lafayette, CA 94549, USA",,ChIJQbxFOhhjhYARzl-fjWjOMXQ
St Mary'S Rd and Glenside Dr,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJeZY5sglihYARE2UzbjspcAM
St Mary'S Rd and Woodview Dr,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJK7hLyAlihYARSx1-0JMIZwU
Tax Solutions,Consultant,"accounting, consultant, finance, point_of_interest, service, establishment","637 St Marys Rd, Lafayette, CA 94549, USA",,ChIJq3-AG9SJj4ARmvFvIqH-q0I
55+ Rossmoor Walnut Creek Offers Resort Living at its Finest,Lodging,"lodging, point_of_interest, establishment","Walnut Creek, CA 94595, USA",,ChIJNbDDAf6Jj4ARUAeB_06ZQxA
China West Books,,"point_of_interest, establishment","3078 Sweetbrier Cir, Lafayette, CA 94549, USA",,ChIJNcAigJbAj4ARQCSDO71OUYA
Rolfing Structural Integration,Massage,"massage, health, point_of_interest, service, establishment","3227 Sweet Dr, Lafayette, CA 94549, USA",https://www.jameschritton.com/,ChIJVw_3W2JjhYARF7htBTViFZg
Lafayette Rink,Park,"park, point_of_interest, establishment","576 St Marys Rd, Lafayette, CA 94549, USA",https://anc.apm.activecommunities.com/lafayetterec/calendars?onlineSiteId=0&no_scroll_top=true&defaultCalendarId=1&locationId=2&displayType=0&view=2,ChIJJTd5luOJj4ARIfl9hGyA-74
Peacock Hall,Movie Theater,"movie_theater, event_venue, point_of_interest, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://www.rossmoor.com/,ChIJ9bb_bQWKj4AR7Q44w4EeJxk
Fireside Room,Concert Hall,"concert_hall, auditorium, live_music_venue, event_venue, point_of_interest, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",,ChIJhZSrDAWKj4ARqKTbntHN694
Rossmoor Walnut Creek,Services,"point_of_interest, service, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://www.rossmoor.com/,ChIJzXM0CQWKj4ARaWJjQGqHPNU
"Stacey Friend, Math Tutor",Services,"point_of_interest, service, establishment","2085 Cactus Ct, Walnut Creek, CA 94595, USA",,ChIJ4TsiOrWLj4ARjztpzuNP-ew
Rossmoor LGBT Alliance,Non-Profit Organization,"non_profit_organization, point_of_interest, association_or_organization, establishment","GRF 1001, 1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://rossmoorlgbta.org/,ChIJldhORv5hhYARY6wzUouXogg
Chamber Music Society Rossmoor,Live Music Venue,"live_music_venue, event_venue, point_of_interest, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://rossmoorchambermusic.org/contact-directions/,ChIJzXM0CQWKj4AR8jfXuygd8Gg
National Council of Jewish Women,Government Office,"government_office, point_of_interest, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",,ChIJF4z9pgWKj4ARdDUMUlGGzdQ
Hope Lutheran Church - Rossmoor,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://hoperossmoor.org,ChIJL3I0CQWKj4ARxs04C3KQuj0
Golden Rain Foundation Personnel,Employment Agency,"employment_agency, point_of_interest, service, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",,ChIJzXM0CQWKj4AR8xQJB3FzF3Y
Rossmoor Pilgrim Church,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",,ChIJzXM0CQWKj4AROqtB1DUk3fc
Gateway Clubhouse Rossmoor,Event Venue,"event_venue, point_of_interest, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://www.rossmoor.com/,ChIJSzxWpgWKj4ARpSKfbCb6Hfo
Shell Recharge Charging Station,Electric Vehicle Charging Station,"electric_vehicle_charging_station, transportation_service, point_of_interest, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",https://shellrecharge.com/en-us/solutions/ev-drivers,ChIJxzXgpQWKj4AR65ozJ21peDM
Mt. Diablo Genealogical Society,Services,"point_of_interest, service, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",https://mdgsclub.my.canva.site/,ChIJNWNviOaLj4ARw2fjEKQzz7M
Sustainable Rossmoor,Association / Organization,"point_of_interest, association_or_organization, establishment","1001 Golden Rain Rd, Walnut Creek, CA 94595, USA",http://sustainablerossmoor.org/,ChIJFVkjpgWKj4AR398sQWiYXx4
Wilkins Group,Health,"health, point_of_interest, service, establishment","806 Terra California Dr # 3, Walnut Creek, CA 94595, USA",,ChIJp03wtQ-Kj4AR2QhviW2vQL8
Rossmoor Farmers' Market (Open May - October),Farmers' Market,"farmers_market, market, point_of_interest, establishment","Golden Rain Rd, Walnut Creek, CA 94595, USA",http://www.cafarmersmkts.com/rossmoor-farmers-market,ChIJ90-TSwSKj4AR9jHxT9TKT7s
Strung Elegance,Jewelry Store,"jewelry_store, point_of_interest, store, establishment","2128 Tice Creek Dr APT 5, Walnut Creek, CA 94595, USA",http://strungelegance.com/,ChIJE8DHIQWKj4ARjnNmumPVXp4
Maier Arlee S PhD,Medical Clinic,"medical_clinic, health, point_of_interest, service, establishment","1860 Tice Creek Dr #1407, Walnut Creek, CA 94595, USA",,ChIJxbs9fgaKj4ARQ6rGED367mM
Rossmoor garden,Garden,"garden, point_of_interest, establishment","2005 Cactus Ct, Walnut Creek, CA 94595, USA",,ChIJwext4N-Lj4ARSF6n-XUOfKE
COLUMBINE COMMUNICATIONS & PUBLICATIONS,,"point_of_interest, establishment","1116 Oakmont Dr APT 6, Walnut Creek, CA 94595, USA",,ChIJVVXlXASKj4ARaPYfC8D4LNo
Navajo Care Home,Health,"service, point_of_interest, health, establishment","3 Navajo Ct, Alamo, CA 94507, USA",,ChIJrZO47yqLj4ARDMlWx8E1u-0
Villa Vietri Board & Care,Health,"service, point_of_interest, health, establishment","3 Navajo Ct, Alamo, CA 94507, USA",,ChIJ-8MkFm-Kj4AR1uLJlb3CA3k
Crest Ave and Kell Ct,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJ218eRm-Kj4ARgdc9BBIRsBo
Crowder Construction Inc,General Contractor,"general_contractor, service, point_of_interest, establishment","91 Castle Crest Rd, Alamo, CA 94507, USA",,ChIJO9Rz7m6Kj4AR2SUDzLR5c50
